age,height,weight,point,times,buy
30,179,68,162,5,1
33,142,64,76,9,0
55,161,52,129,0,1
44,185,63,91,4,0
77,167,63,217,8,1
38,173,60,138,2,1
44,158,96,80,1,1
68,185,94,136,15,1
25,165,55,262,12,1
48,156,69,29,15,1
80,176,53,148,3,1
55,184,56,16,4,0
72,162,66,280,18,1
20,152,49,231,15,1
58,151,49,40,1,0
54,179,60,296,11,1
64,140,83,121,17,1
80,177,81,16,15,1
69,155,51,246,1,1
63,141,47,295,13,1
50,141,90,20,18,1
74,181,100,190,17,1
60,184,99,172,7,1
80,145,93,291,11,1
46,155,89,282,9,1
54,174,51,195,13,1
36,148,62,82,8,0
30,181,47,86,10,0
42,183,98,142,0,1
61,155,63,148,5,1
51,162,99,39,15,1
72,144,66,9,0,1
31,150,56,27,7,0
26,182,42,21,14,1
77,141,77,60,11,1
34,185,61,245,7,1
32,180,62,218,5,1
67,142,58,199,14,1
20,182,42,196,18,1
62,142,79,118,5,1
72,179,68,141,7,1
24,169,45,16,8,0
80,144,61,273,15,1
24,146,42,142,9,1
58,164,73,75,4,0
29,176,82,31,2,0
24,147,77,49,5,1
79,142,64,235,13,1
58,162,90,183,2,1
44,140,47,282,17,1
67,150,62,249,1,1
76,146,85,166,10,1
20,184,96,205,20,1
62,145,72,203,3,1
58,152,93,163,18,1
25,156,57,14,19,1
62,154,44,27,19,1
63,185,64,13,13,1
66,167,63,83,3,1
63,155,63,197,12,1
69,173,75,36,3,1
24,153,55,101,12,1
71,182,80,83,1,1
66,184,92,211,7,1
53,163,96,93,19,1
55,182,57,64,2,0
62,173,41,263,5,1
65,180,49,44,11,1
32,159,79,38,8,1
36,147,58,100,10,0
65,180,79,37,1,1
58,166,69,119,0,1
66,166,54,218,15,1
59,164,68,259,1,1
29,172,71,261,14,1
61,182,76,10,6,1
29,174,97,98,12,1
57,155,62,153,11,1
23,181,93,94,12,1
77,156,64,271,13,1
28,181,48,260,1,1
66,152,100,270,2,1
60,152,88,298,13,1
78,165,98,135,17,1
23,142,70,179,15,1
30,144,70,289,3,1
64,149,99,131,19,1
42,171,65,106,10,1
66,165,79,243,20,1
33,151,47,251,16,1
22,183,86,253,18,1
60,165,86,64,13,1
61,158,76,204,19,1
22,171,100,254,20,1
48,166,51,282,18,1
66,161,93,234,9,1
34,161,41,15,1,0
55,154,40,204,15,1
49,151,77,68,0,1
73,163,80,143,2,1
31,178,87,218,2,1
25,165,42,3,7,0
24,177,92,247,9,1
76,155,96,145,4,1
77,157,61,118,2,1
61,155,74,278,0,1
30,157,42,170,9,1
63,181,81,2,6,1
30,144,59,216,0,1
35,174,88,4,7,0
52,177,71,276,0,1
33,146,84,37,6,1
80,146,51,264,6,1
76,185,91,119,17,1
47,162,91,270,5,1
51,183,85,234,3,1
76,158,68,96,18,1
76,178,76,47,13,1
46,184,93,83,8,0
53,164,45,6,11,1
68,168,94,9,4,1
77,174,55,289,1,1
35,177,97,125,10,1
26,160,74,65,19,1
79,183,45,134,17,1
51,170,66,104,6,1
70,153,55,79,14,1
56,181,80,40,19,1
25,147,82,20,19,1
67,162,88,55,6,1
37,152,48,205,13,1
36,145,77,55,1,1
22,179,50,94,12,1
38,169,78,53,6,0
71,155,64,100,19,1
75,148,82,262,20,1
21,170,52,154,3,1
25,160,87,67,19,1
31,155,97,90,8,1
29,148,77,154,6,1
56,152,69,47,12,1
55,165,56,158,6,1
76,168,79,20,3,1
73,157,92,180,4,1
35,151,74,7,11,1
74,158,91,238,16,1
23,150,87,169,17,1
46,158,46,43,1,0
48,140,71,236,7,1
36,156,82,287,11,1
44,170,54,188,6,1
50,171,62,99,17,1
20,184,56,65,13,1
76,166,44,234,17,1
37,152,62,167,7,1
78,179,50,212,10,1
34,185,83,127,5,1
36,173,76,178,13,1
33,157,96,27,18,1
45,178,52,253,11,1
53,168,55,204,9,1
39,159,53,264,13,1
45,146,54,226,12,1
62,160,64,2,11,1
78,174,90,268,2,1
31,146,69,17,12,1
71,174,95,101,19,1
46,171,64,290,15,1
24,162,91,111,2,1
25,180,81,68,20,1
38,160,68,127,5,1
72,180,50,33,14,1
71,155,80,136,12,1
30,159,53,82,8,0
34,161,67,147,6,1
32,165,85,270,1,1
71,165,100,2,1,1
30,152,90,106,6,1
30,148,98,7,10,1
37,160,76,250,10,1
69,157,57,122,17,1
61,159,46,103,2,1
58,157,68,265,14,1
76,145,54,294,17,1
31,179,56,112,7,1
39,172,98,198,0,1
30,155,74,200,5,1
61,184,95,69,19,1
72,175,75,97,3,1
76,182,56,137,1,1
65,156,88,210,4,1
52,183,77,253,19,1
73,174,96,29,17,1
29,176,42,233,8,1
23,163,69,23,5,0
68,171,87,99,9,1
26,172,84,243,20,1
52,159,95,82,17,1
36,176,54,146,8,1
65,172,50,193,13,1
67,157,75,286,2,1
38,164,51,175,10,1
72,151,79,34,1,1
51,175,42,205,5,1
52,164,43,95,9,0
79,144,75,86,18,1
46,171,88,125,2,1
49,175,63,127,11,1
24,180,94,132,11,1
31,146,78,35,1,1
62,144,72,176,18,1
41,145,66,162,1,1
44,171,42,97,20,1
78,166,79,243,9,1
42,169,72,250,9,1
75,144,43,94,17,1
48,176,53,84,17,1
28,171,51,152,9,1
37,178,91,294,11,1
55,171,57,28,15,1
39,155,70,81,20,1
36,165,80,130,0,1
56,176,49,291,6,1
37,159,68,148,14,1
23,170,93,281,6,1
49,183,63,234,11,1
43,154,90,194,9,1
69,174,52,289,0,1
36,153,40,98,7,0
76,179,98,84,20,1
43,169,64,291,12,1
73,159,99,276,11,1
69,184,60,138,15,1
71,158,40,76,9,1
29,154,45,41,6,0
61,174,59,52,1,1
43,177,96,95,10,0
52,164,66,263,4,1
72,169,43,277,0,1
28,180,66,180,11,1
33,163,61,52,19,1
43,181,54,115,20,1
76,151,41,180,9,1
32,182,94,98,16,1
66,156,77,99,11,1
45,169,72,142,0,1
56,171,41,149,3,1
67,173,68,68,2,1
33,181,66,175,14,1
42,165,50,268,10,1
23,168,64,291,8,1
46,169,77,19,5,0
39,183,90,10,12,1
25,148,41,146,6,1
58,162,41,97,1,0
37,143,83,106,17,1
44,164,87,165,14,1
57,150,46,295,1,1
46,152,97,80,5,1
59,163,51,172,7,1
59,168,53,76,14,1
29,175,76,112,12,1
68,149,82,67,8,1
66,182,86,201,13,1
65,158,52,116,17,1
25,177,69,4,11,1
77,165,55,274,5,1
42,151,62,191,11,1
79,157,68,119,17,1
37,171,41,202,17,1
48,152,76,25,15,1
35,146,52,280,12,1
66,165,91,198,7,1
31,163,68,247,13,1
52,176,55,25,5,0
50,180,96,34,20,1
47,160,86,149,12,1
46,185,68,96,14,1
58,142,87,77,15,1
65,164,66,258,8,1
72,173,89,55,16,1
25,153,70,242,0,1
51,183,49,262,5,1
65,176,96,197,11,1
55,184,83,198,17,1
25,178,71,297,0,1
60,173,87,216,15,1
64,149,75,214,0,1
47,151,41,53,9,0
46,155,95,36,19,1
69,169,74,255,18,1
52,155,92,248,18,1
28,174,76,249,4,1
45,170,80,135,14,1
64,164,67,62,17,1
40,163,63,149,10,1
26,178,92,80,1,0
24,180,74,289,13,1
80,142,59,146,19,1
65,154,69,264,6,1
79,166,55,88,15,1
65,140,44,9,19,1
30,142,87,70,8,1
48,159,75,274,6,1
61,159,93,282,16,1
49,174,52,93,10,0
31,168,70,145,1,1
59,157,72,171,17,1
23,181,80,244,15,1
31,142,67,65,13,1
24,169,89,10,19,1
72,175,87,67,10,1
30,178,51,6,1,0
67,185,74,181,16,1
69,143,75,127,16,1
60,146,41,5,4,0
28,153,49,23,18,1
35,140,66,137,17,1
20,172,95,163,7,1
51,170,69,137,16,1
39,172,87,185,17,1
41,144,85,157,10,1
34,167,100,107,2,1
28,159,54,202,16,1
33,148,47,137,14,1
68,175,83,99,7,1
26,149,40,95,0,0
53,166,58,121,11,1
45,169,94,142,4,1
73,141,50,132,17,1
77,140,74,234,0,1
45,162,62,297,3,1
39,147,91,261,0,1
31,151,69,180,0,1
67,142,66,102,6,1
80,174,50,273,5,1
51,142,65,148,12,1
80,167,72,174,12,1
57,174,70,19,8,0
37,162,68,240,10,1
40,185,63,276,0,1
66,167,67,165,3,1
29,152,50,212,2,1
23,173,55,285,10,1
25,155,79,224,18,1
67,149,59,170,18,1
40,162,83,150,15,1
51,171,64,21,3,0
67,141,57,259,12,1
26,162,87,283,8,1
24,175,41,93,3,0
74,157,65,283,15,1
51,180,51,142,2,1
72,157,75,84,16,1
38,158,54,193,2,1
46,152,80,206,12,1
60,159,77,76,1,1
39,149,75,218,0,1
57,175,48,112,18,1
23,181,85,27,18,1
26,160,92,217,5,1
32,163,71,43,14,1
67,140,96,162,4,1
46,182,71,66,15,1
78,158,97,34,4,1
20,164,57,9,3,0
60,156,57,23,5,0
66,157,59,245,13,1
36,174,56,271,18,1
42,164,45,93,1,0
26,155,46,92,20,1
32,184,81,298,5,1
26,162,92,152,11,1
35,162,66,228,7,1
67,171,51,216,18,1
79,178,59,265,6,1
33,144,71,265,15,1
62,185,78,68,0,1
28,145,57,172,15,1
32,163,85,162,9,1
49,162,52,161,5,1
27,164,83,26,4,0
54,162,59,156,7,1
39,154,76,98,13,1
37,176,96,270,5,1
43,141,45,120,5,1
75,181,92,89,13,1
46,143,61,300,13,1
42,165,61,149,9,1
24,145,65,50,17,1
27,183,86,176,14,1
44,166,43,134,0,1
62,185,96,136,8,1
72,154,77,156,9,1
20,150,40,53,17,1
30,180,48,6,18,1
76,156,60,275,3,1
20,154,63,270,13,1
30,167,62,70,10,0
20,142,52,235,20,1
79,185,59,102,19,1
57,147,90,39,8,1
31,156,93,5,10,1
66,166,76,147,4,1
49,169,81,63,6,0
52,157,62,183,10,1
24,181,88,3,15,1
41,160,76,288,6,1
61,142,85,276,17,1
72,158,76,115,9,1
44,145,82,20,1,1
76,162,58,137,7,1
35,156,83,75,5,1
20,162,51,98,2,0
41,143,44,157,4,1
41,184,79,77,1,0
24,173,77,96,15,1
71,147,99,39,18,1
21,171,40,193,10,1
31,177,43,173,9,1
51,180,89,24,14,1
71,147,73,188,5,1
80,172,82,48,4,1
37,175,55,241,9,1
47,141,64,240,3,1
44,174,56,37,3,0
68,141,42,71,9,1
26,179,68,7,14,1
32,142,75,187,9,1
78,183,43,246,11,1
38,180,84,7,13,1
26,178,86,220,5,1
25,170,41,84,6,0
76,141,43,187,3,1
46,185,65,208,14,1
38,160,53,222,17,1
25,147,44,42,4,0
59,166,62,212,0,1
30,154,82,242,10,1
20,170,54,281,7,1
45,178,63,235,11,1
80,146,95,212,2,1
79,147,54,267,1,1
73,146,75,249,19,1
24,148,74,240,13,1
50,157,97,126,3,1
41,184,92,279,8,1
34,181,98,225,15,1
36,177,51,2,14,1
60,172,97,224,10,1
30,178,57,62,2,0
24,173,74,69,3,0
77,140,94,204,12,1
66,156,43,295,7,1
55,152,56,276,9,1
50,157,53,123,9,1
35,180,79,107,0,1
72,161,72,83,16,1
72,184,95,171,11,1
45,152,40,81,2,0
60,148,47,225,15,1
53,154,71,272,17,1
45,152,45,109,5,1
25,158,40,191,7,1
54,166,67,107,17,1
52,173,41,12,17,1
30,176,52,170,14,1
32,178,55,178,20,1
43,172,99,89,17,1
28,170,100,40,10,0
54,166,42,16,18,1
43,153,63,78,8,0
65,175,79,139,9,1
75,159,43,129,8,1
58,164,94,223,18,1
70,160,70,274,14,1
41,149,44,144,6,1
34,152,69,209,20,1
74,174,68,243,14,1
26,183,45,90,19,1
52,154,70,174,10,1
56,174,92,185,13,1
44,179,93,84,9,0
78,151,91,131,18,1
53,159,59,25,7,0
60,174,83,46,10,0
31,147,46,240,11,1
33,153,43,183,10,1
71,164,91,1,19,1
47,140,99,135,18,1
63,153,87,205,18,1
62,163,70,126,12,1
80,173,64,212,7,1
38,153,66,277,17,1
78,168,84,238,10,1
20,148,95,247,20,1
32,147,53,216,18,1
20,143,80,9,6,1
69,173,73,0,2,1
41,161,83,219,17,1
37,166,58,206,20,1
72,142,78,217,17,1
65,172,84,117,5,1
66,172,66,94,11,1
77,154,63,9,7,1
28,161,41,231,5,1
59,147,74,199,8,1
58,161,62,111,8,1
69,141,74,98,12,1
52,149,94,206,16,1
64,148,92,72,7,1
37,179,65,75,0,0
65,172,70,57,16,1
65,147,74,219,12,1
23,170,83,176,15,1
35,141,76,244,13,1
40,177,42,195,19,1
53,173,45,43,16,1
46,141,44,31,5,0
72,154,52,158,12,1
62,180,97,198,1,1
70,179,63,21,12,1
23,185,52,127,15,1
75,173,63,91,0,1
70,182,74,17,3,1
55,149,48,219,3,1
21,151,76,13,13,1
42,185,56,210,10,1
54,175,79,296,1,1
71,140,63,152,4,1
35,162,43,150,3,1
32,161,53,148,15,1
23,146,71,281,11,1
25,162,68,289,18,1
76,157,64,170,15,1
44,157,59,50,14,1
21,173,97,24,0,0
62,162,54,67,8,1
74,161,63,237,7,1
75,141,44,31,10,1
34,148,75,172,8,1
74,161,95,294,15,1
40,183,44,124,6,1
41,162,81,64,6,0
38,179,84,159,10,1
28,153,85,135,12,1
32,174,55,88,20,1
50,156,44,191,1,1
44,174,68,131,9,1
20,141,50,123,15,1
73,143,96,255,8,1
72,142,59,211,6,1
28,155,44,78,13,1
30,182,85,190,16,1
66,181,78,150,8,1
69,153,40,221,10,1
47,153,89,11,18,1
22,163,100,266,1,1
69,146,45,288,14,1
29,178,92,81,10,0
76,163,49,9,14,1
28,176,93,26,9,0
29,166,89,113,16,1
32,141,91,231,16,1
44,145,75,248,0,1
71,151,65,183,11,1
63,153,85,239,9,1
56,185,55,21,2,0
39,144,50,15,15,1
25,166,47,36,2,0
69,163,69,205,16,1
63,153,98,123,6,1
72,143,80,236,2,1
64,148,88,34,0,1
53,156,71,40,5,1
30,181,70,226,0,1
43,180,60,112,4,1
62,160,94,59,18,1
72,162,80,122,2,1
38,174,85,27,18,1
31,168,64,179,9,1
70,145,43,232,5,1
32,151,85,6,13,1
25,166,60,234,8,1
70,155,78,274,10,1
76,156,47,32,15,1
24,147,40,42,3,0
26,160,61,271,19,1
72,172,45,177,20,1
51,154,62,242,7,1
33,179,50,164,3,1
41,143,85,237,20,1
61,148,83,111,20,1
56,151,70,15,10,0
46,183,48,80,19,1
45,154,49,256,18,1
65,154,43,159,10,1
40,155,97,126,10,1
45,163,94,290,20,1
52,184,67,159,7,1
62,166,87,138,12,1
69,176,42,148,6,1
58,159,96,58,10,1
73,171,82,12,6,1
58,168,46,59,19,1
57,152,90,270,14,1
26,167,67,214,11,1
33,143,62,11,9,0
42,145,61,166,16,1
42,178,98,293,9,1
64,162,55,53,13,1
59,156,75,55,3,1
38,158,96,1,0,1
29,173,96,145,10,1
20,158,47,146,9,1
59,169,80,294,20,1
43,151,96,155,8,1
69,152,66,296,16,1
51,152,62,293,8,1
48,153,83,86,11,1
71,176,49,251,9,1
46,168,81,3,15,1
75,173,87,166,18,1
29,158,85,220,12,1
21,167,53,296,2,1
44,177,90,56,18,1
72,148,50,29,4,1
52,149,81,89,7,1
57,168,40,59,4,0
26,158,82,237,1,1
23,160,98,258,11,1
63,155,56,61,8,1
46,160,67,24,14,1
53,164,57,172,20,1
54,145,51,227,4,1
72,150,43,46,1,1
73,151,53,164,13,1
59,184,98,130,17,1
35,174,98,157,19,1
77,160,89,88,0,1
58,142,46,277,8,1
32,181,41,204,15,1
20,181,87,256,11,1
51,181,86,232,13,1
57,160,91,1,18,1
39,152,80,129,15,1
56,142,41,252,8,1
61,184,66,117,2,1
27,172,43,3,5,0
28,144,88,58,13,1
52,174,91,186,19,1
30,149,52,207,15,1
66,181,74,285,2,1
35,155,47,211,12,1
20,146,48,297,17,1
68,160,100,163,8,1
60,148,83,139,5,1
69,175,56,205,9,1
54,172,72,184,2,1
57,176,46,219,18,1
74,182,61,248,20,1
54,157,95,24,11,1
71,179,62,220,5,1
79,171,55,54,10,1
62,172,98,141,19,1
76,148,46,15,3,1
76,150,80,169,0,1
64,144,67,129,5,1
24,151,40,102,20,1
22,174,86,278,17,1
71,158,49,19,3,1
73,184,78,120,11,1
48,172,40,105,12,1
71,146,80,274,2,1
49,170,61,70,9,0
50,144,82,135,9,1
65,164,87,254,9,1
60,183,62,215,13,1
37,166,87,15,19,1
45,171,94,66,11,1
20,174,67,73,15,1
67,169,70,82,6,1
22,147,97,239,14,1
44,150,81,12,5,1
25,161,50,212,1,1
74,166,51,274,10,1
66,141,47,84,17,1
21,140,64,198,7,1
26,146,48,158,16,1
75,176,42,271,19,1
57,149,50,180,13,1
24,167,53,118,5,1
56,141,51,96,5,0
74,167,94,195,0,1
48,143,68,172,2,1
66,167,54,145,12,1
56,164,92,223,0,1
60,181,74,142,6,1
39,157,90,92,18,1
23,169,83,271,2,1
72,155,75,182,7,1
79,147,73,176,13,1
22,142,98,172,17,1
32,176,56,256,8,1
28,179,70,61,1,0
57,175,40,59,13,1
55,160,81,53,6,0
27,142,44,94,14,1
72,163,90,217,6,1
71,181,83,168,12,1
45,182,72,145,3,1
71,144,70,60,12,1
22,183,65,197,6,1
68,165,75,102,1,1
57,165,42,130,1,1
76,143,98,186,9,1
77,178,99,253,10,1
43,170,81,188,6,1
58,157,95,59,14,1
48,155,56,295,14,1
50,142,74,55,16,1
58,159,70,51,19,1
66,152,66,100,2,1
72,166,51,158,2,1
33,158,52,277,12,1
31,161,50,229,13,1
63,155,55,144,20,1
26,144,66,91,6,0
78,172,88,84,18,1
49,142,94,245,7,1
38,165,43,153,15,1
41,176,81,147,14,1
49,154,81,258,11,1
62,171,63,130,16,1
22,140,65,261,5,1
22,173,68,268,20,1
62,147,87,201,8,1
54,167,56,142,4,1
68,142,76,47,5,1
74,142,45,287,1,1
68,174,68,256,6,1
24,152,90,75,5,1
46,180,44,197,3,1
68,149,67,297,18,1
59,169,51,77,3,0
33,183,54,220,13,1
51,163,76,264,11,1
39,145,79,250,18,1
46,173,45,12,5,0
69,140,61,237,15,1
70,182,89,227,7,1
70,178,64,188,2,1
59,146,74,138,3,1
69,149,77,286,4,1
43,177,94,244,1,1
30,177,65,60,13,1
67,141,78,215,20,1
50,174,99,92,4,0
29,164,54,74,9,0
28,156,76,89,4,1
20,179,75,165,20,1
23,145,87,203,2,1
22,140,43,37,18,1
50,171,80,258,0,1
50,172,77,63,8,0
36,166,57,206,16,1
38,147,54,175,18,1
24,150,70,46,14,1
64,185,43,133,6,1
25,146,97,121,8,1
39,182,41,270,20,1
65,140,46,115,6,1
49,158,73,211,7,1
51,182,89,70,3,0
24,181,83,289,1,1
34,146,82,231,17,1
65,157,96,50,20,1
68,142,59,59,4,1
79,155,45,45,4,1
70,171,57,21,17,1
55,152,70,145,10,1
48,172,52,137,20,1
27,151,92,113,3,1
67,145,41,276,11,1
21,151,64,299,0,1
30,179,91,257,12,1
39,171,100,159,0,1
46,140,63,104,3,1
20,152,78,252,18,1
80,154,43,60,8,1
27,156,69,221,14,1
79,184,100,95,8,1
28,179,58,94,16,1
55,149,42,75,11,1
54,166,98,148,10,1
26,145,86,208,14,1
29,176,68,56,8,0
31,154,79,109,0,1
61,154,84,207,11,1
63,177,60,194,0,1
49,185,74,295,20,1
40,173,93,161,8,1
20,181,100,175,13,1
50,144,71,12,16,1
76,184,81,215,1,1
63,173,44,209,7,1
47,177,50,92,10,0
38,148,46,266,4,1
78,182,65,83,10,1
25,156,98,212,4,1
41,164,55,236,4,1
69,140,50,157,12,1
24,181,95,242,2,1
31,146,47,39,13,1
51,180,66,197,4,1
63,179,77,228,13,1
58,170,51,90,4,0
73,142,87,208,12,1
51,150,80,287,6,1
73,156,72,163,15,1
56,170,99,251,2,1
51,142,83,237,9,1
60,185,73,4,0,0
24,170,47,89,17,1
45,163,83,163,19,1
71,167,100,184,15,1
54,174,59,204,10,1
27,175,93,297,1,1
72,149,47,99,14,1
60,162,78,116,20,1
57,176,60,286,5,1
48,154,94,13,19,1
51,165,56,33,16,1
44,159,41,297,9,1
53,143,95,195,8,1
29,181,66,65,11,1
45,152,87,133,18,1
24,141,75,156,10,1
70,185,85,47,1,1
35,152,42,202,19,1
76,158,50,188,12,1
26,153,55,267,0,1
77,156,40,161,1,1
51,184,57,126,9,1
59,181,48,294,13,1
38,162,42,44,7,0
70,169,74,158,10,1
25,164,59,300,5,1
54,146,81,229,5,1
56,147,61,298,18,1
23,162,91,124,11,1
39,157,91,78,7,1
28,172,70,247,14,1
72,147,69,263,20,1
61,144,66,71,10,1
48,180,73,186,1,1
76,169,70,259,19,1
76,144,100,130,10,1
78,166,43,168,4,1
43,146,43,112,17,1
48,168,72,99,13,1
56,168,64,10,7,0
51,174,54,55,6,0
21,185,48,108,10,1
62,169,72,135,1,1
31,145,86,49,15,1
50,156,65,279,8,1
21,176,83,182,5,1
69,183,82,90,8,1
79,141,82,60,8,1
38,159,98,23,11,1
48,141,41,192,11,1
80,168,66,242,13,1
78,144,87,139,8,1
46,184,67,227,12,1
39,167,95,124,7,1
56,174,89,194,20,1
50,141,100,86,18,1
29,149,89,280,18,1
57,155,50,122,4,1
72,167,84,28,20,1
34,163,56,279,19,1
45,151,77,118,19,1
75,173,80,270,3,1
20,149,48,102,12,1
42,154,66,115,17,1
68,163,41,148,5,1
73,174,83,281,9,1
34,172,87,77,2,0
30,181,100,198,9,1
55,165,54,195,14,1
40,155,41,14,8,0
33,175,67,122,2,1
26,181,82,42,9,0
39,156,48,167,6,1
32,148,66,19,20,1
71,168,79,269,14,1
39,151,45,225,18,1
47,173,63,57,13,1
43,172,74,124,8,1
71,142,57,105,17,1
36,156,57,189,3,1
42,157,78,143,2,1
39,161,78,229,7,1
79,161,71,71,12,1
60,180,65,284,2,1
46,185,60,62,4,0
38,143,90,4,17,1
37,143,45,260,20,1
61,153,47,91,1,1
55,149,94,227,11,1
54,169,74,151,17,1
79,157,42,65,15,1
65,156,52,259,8,1
46,141,73,106,14,1
29,145,75,264,5,1
32,182,53,61,18,1
70,150,82,121,16,1
52,142,49,168,6,1
73,151,89,38,19,1
48,179,92,135,16,1
34,157,89,46,8,1
41,185,74,174,20,1
37,156,50,105,0,1
67,148,77,260,7,1
67,170,75,100,11,1
27,161,65,23,8,0
39,148,59,145,7,1
67,184,75,22,12,1
67,174,48,209,1,1
23,176,90,124,10,1
57,176,59,242,11,1
57,172,55,23,7,0
45,150,44,204,12,1
55,155,54,117,14,1
21,182,51,275,2,1
69,154,78,38,17,1
40,166,60,85,10,0
80,156,92,221,17,1
59,167,71,167,0,1
35,171,45,122,3,1
44,170,91,96,12,1
46,185,51,176,3,1
76,173,41,213,11,1
25,149,49,174,0,1
20,171,81,239,11,1
64,169,58,12,19,1
73,144,50,252,19,1
75,149,86,20,18,1
53,148,91,252,1,1
75,140,97,51,4,1
64,150,55,282,6,1
21,143,77,268,3,1
27,148,68,278,3,1
72,163,88,122,19,1
74,165,94,60,18,1
65,140,47,36,7,1
32,167,86,39,9,0
71,159,62,89,10,1
37,144,90,248,20,1
38,160,61,0,14,1
32,150,56,129,19,1
76,162,65,41,8,1
76,157,65,78,16,1
44,174,87,131,19,1
45,150,82,262,11,1
61,140,51,284,4,1
43,146,41,15,4,0
41,146,51,32,9,0
78,156,96,42,0,1
46,149,59,172,18,1
77,166,71,189,14,1
33,182,48,149,13,1
72,162,96,9,0,1
33,180,51,267,9,1
23,142,52,287,1,1
50,165,46,96,14,1
46,175,58,36,1,0
49,164,58,50,15,1
77,175,86,240,20,1
48,162,82,172,20,1
43,159,96,71,5,1
56,177,72,211,4,1
66,185,69,207,13,1
67,162,72,289,5,1
65,159,61,162,0,1
54,174,99,194,12,1
25,177,90,299,11,1
36,158,42,76,2,0
46,152,44,297,12,1
65,143,42,138,2,1
60,154,72,185,0,1
63,181,81,57,7,1
51,164,76,53,18,1
30,159,96,137,0,1
45,160,68,245,5,1
44,167,64,34,10,0
32,179,43,89,0,0
74,141,90,8,2,1
30,156,54,86,9,0
53,171,81,20,4,0
57,182,70,128,9,1
40,143,58,220,2,1
55,146,48,203,9,1
54,151,40,87,14,1
59,181,91,294,4,1
48,144,68,127,14,1
67,172,64,268,17,1
33,179,52,207,19,1
62,145,60,292,14,1
46,146,49,191,2,1
73,166,91,262,8,1
46,150,46,290,19,1
78,143,85,167,4,1
74,151,86,78,8,1
25,166,80,123,19,1
64,172,49,205,18,1
63,166,41,56,11,1
60,164,70,36,0,0
65,156,90,275,9,1
22,149,100,229,6,1
34,157,56,226,8,1
69,163,73,280,11,1
78,180,48,272,0,1
31,156,62,111,1,1
62,158,86,2,17,1
58,166,74,155,13,1
35,151,56,70,16,1
54,174,74,246,8,1
36,172,53,190,10,1
51,166,67,49,11,1
56,172,82,101,9,1
38,143,90,142,19,1
27,170,48,83,13,1
20,181,81,259,1,1
29,174,99,258,20,1
68,141,90,57,16,1
22,144,78,47,6,1
44,164,87,257,14,1
80,163,90,37,20,1
24,169,89,268,15,1
43,171,63,169,16,1
69,142,58,163,3,1
26,157,98,189,15,1
36,183,73,174,16,1
36,140,85,111,0,1
29,182,40,300,14,1
28,150,57,129,0,1
23,157,88,284,17,1
70,149,100,5,18,1
61,173,68,285,18,1
38,166,58,126,15,1
30,173,78,44,7,0
42,151,48,167,1,1
58,171,66,130,8,1
77,149,57,81,18,1
39,163,51,14,20,1
56,147,75,115,12,1
51,166,75,155,15,1
47,181,65,26,8,0
67,182,80,132,19,1
46,185,81,13,11,1
53,143,47,290,16,1
58,176,77,1,20,1
